x,"y"
"-1.2786032514123633",0.6143329598817673
"-1.1947687778598859",0.5580109174989877
"-1.1626918309456273",0.5444244475697846
"-1.1175325975542891",0.5200360897237253
"-1.0854296679459379",0.5064281661938935
"-1.0854296679459379",0.5064281661938935
"-1.0459489642678372",0.4738294200376634
"-1.072279683440205",0.49435937164787563
"-1.026965030630975",0.46987938308979565
"-1.0005146480417642",0.4480396176491627
"-0.97395306428929",0.42554840170675334
"-0.9472948201473155",0.40353700746108634
"-0.9260732759648167",0.37250087006269256
"-0.9395006078520185",0.38414729088698735
"-0.933933994422064",0.3930647660365664
"-0.9071125837286362",0.37035901408786476
"-0.9149917761197573",0.39036018211723167
"-0.9550181163738638",0.42340945388667733
"-0.9416949536363849",0.411867392910777
"-0.9758875831327025",0.4530539677242501
"-1.0269577602440947",0.4693137469905369
"-1.0269507282305554",0.4687666563371556
"-1.0326858716121206",0.4589608114228513
"-1.0251699601916524",0.4392229029105388
"-0.9852281232866917",0.40674799170460835
"-0.9718668208147596",0.3962386593883338
"-0.9450526805082121",0.37409854353889094
"-0.9181346094252816",0.35187261328692987
"-0.8911126075659702",0.32956086863245265
"-0.8639866749302754",0.30716330957545673
"-0.8503847345712854",0.29593234964601556
"-0.9316066363137953",0.3629963052132256
"144.33333007556433",-119.59407987890637
"114.0497725918333",-94.58930764463302
"90.74308252485042",-75.35882043336272
"72.4465889966866",-60.25162394221829
"57.681670043622326",-48.06092939381661
"46.01377750232414",-38.4268896808181
"36.93780779957571",-30.932446806989116
"29.830650878405766",-25.076638339968063
"15.856838692760604",-13.538050296774811
"12.916221305809163",-11.11001759195252
"31.108991919143772",-26.131571309384764
"20.390639317298753",-17.295738885843008
"12.56802960596887",-10.836703344377966
"7.009876641796381",-6.247402731758479
"3.0694376772901713",-2.9932512931753696
"0.24572942242139606",-0.6617490643846383
"-1.6655709041500806",0.9294163428762129
"-2.9092661676718086",1.9699078448666305
"-3.6693900026221065",2.6105422039999047
"-4.155409167838671",2.998833257848443
"-4.416703892636648",3.1885628471311773
"-4.453739124216349",3.248903864031847
"-4.116932135110009",3.045320111558724
"-3.9160021215227294",2.9089650544683083
"-3.7014713594431594",2.7614717646778386
"-3.524541727253223",2.6163463803008273
"-3.359252580391409",2.481850754451622
"-3.1740142070510835",2.3423053085742893
"-3.0369509666038943",2.2177852017830326
"-2.8689658172629975",2.0935405830611904
"-2.710516316655146",1.9771694357703042
"-2.5733856165526454",1.8784009677957623
"-2.4697940454339586",1.7939767347619842
"-2.344344711687444",1.7060185692832115
"-2.2359927057757862",1.632232509356154
"-2.1172131772782534",1.5631851922480995
"-2.0259426473743183",1.5023379657219136
"-1.9440485328120904",1.4479758527806255
"-1.88277478486806",1.411878262735096
"-1.8582180400943957",1.3783635193439967
"-1.8442136063502665",1.3548185740506784
"-1.8003716240375685",1.3199123501227623
"-1.7672217587185066",1.2938528282996837
"-1.6966634883554628",1.2634193940549694
"-1.6259745894019226",1.2328230554694766
"-1.5480247193153924",1.2093231627374803
"-1.4772222354651856",1.179889919191438
"-1.4589097995280211",1.1821824032800174
"-1.417852494577007",1.1689240780911065
"-1.3951054802030947",1.16320635980072
"-1.3423794426831306",1.1451206407475392
"-1.3676367667040121",1.15314044957212
"-1.5294641367309496",1.1713098376677555
"-1.8571581130366388",1.210901194250435
"-1.883799790231461",1.2146236800076284
"-1.9297452980858634",1.2231841910800703
"-1.9876018450096546",1.239423541751091
"-2.076706872303403",1.2627946652046442
"-122.58325975542897",14.88060897237253
"-85.85646468498965",10.736952492193272
